track_name,artist_name,album_name,genre,release_date,duration_ms,track_price,currency,country,preview_url,artwork_url
Lofi Study,"Lofi Sleep Chill & Study, Lofi Hip-Hop Beats & Lo-Fi Beats",Chill Lofi Hip - Hop,New Age,2020-07-23T12:00:00Z,117073,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ee/51/02/ee510292-b107-6a4d-c357-26bd1ccabf50/mzaf_5522191240524815025.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/a9/8f/a3/a98fa3df-e7d5-7fee-056a-772993b78d75/5060781128251.png/100x100bb.jpg
Lofi Study,"Lofi Sleep Chill & Study, Lofi Hip-Hop Beats & Lo-Fi Beats",Lofi Jazz,New Age,2020-07-23T12:00:00Z,117073,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview124/v4/59/da/f2/59daf21b-6ff7-8637-0d97-74ee6faef329/mzaf_12197176528223225351.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/80/6b/10/806b10ab-c4b7-2861-5270-cf0ab8ad472c/5055803576059.png/100x100bb.jpg
Lofi Study,Lofi Bedroom,Lofi Study,Hip-Hop/Rap,2023-02-08T12:00:00Z,155294,0.99,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/2b/39/25/2b3925f4-f2a0-793b-eef4-76735c313e4d/mzaf_15528672024153693086.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/17/f3/21/17f32145-61c1-ac1c-e5c7-80d44764f66b/artwork.jpg/100x100bb.jpg
Lofi Study,"Lofi Hip-Hop Beats, Beats De Rap & Lo-Fi Beats",Lofi Hiphop Radio Mix 24/7,Hip-Hop/Rap,2021-07-31T12:00:00Z,143144,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/f5/48/81/f54881fd-3a0a-c9a8-77b2-f886284e4b38/mzaf_13331432611839769820.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/21/04/ff/2104ffc7-43cc-2c50-272f-a5a14dd997d1/19947.jpg/100x100bb.jpg
Lofi Study,Lo-fi Chill Zone,Lofi Sleep Chill and Study,Electronic,2022-11-08T12:00:00Z,204801,0.69,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/22/ac/71/22ac7153-2769-8e2f-ef32-22434cc2b592/mzaf_16203759486403500800.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/32/89/34/32893412-a83a-7933-af99-cca7676ac385/5904195753701.png/100x100bb.jpg
Lofi Study,"Lofi Sleep Chill & Study, Lofi Hip-Hop Beats & Lo-Fi Beats",Chill Night Vibes,New Age,2020-07-23T12:00:00Z,117073,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/3d/d8/7b/3dd87b26-5415-d3d0-e0a0-701648b11ea5/mzaf_15325577851925678947.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/cd/f5/96/cdf59699-eba4-98fc-724c-70476cbc1c18/5060781128220.png/100x100bb.jpg
Study Beat,Lofi Study,Relaxing Beats 2021,Hip-Hop/Rap,2021-06-05T12:00:00Z,120000,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/2a/11/a3/2a11a320-bb34-a6a9-579c-71ad7e79fb98/mzaf_9316904458387802270.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/6b/e2/64/6be264c7-1a2a-e04b-7e99-9ee777644e1a/7330065105710.png/100x100bb.jpg
Lofi Study,"Lofi Tokyo, HIP-HOP LOFI & Lofi Sleep",LoFi Hypnotized Beats,Hip-Hop/Rap,2021-03-13T12:00:00Z,64000,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview124/v4/84/b8/44/84b8441a-ca25-f373-ba6c-0d51f32eaa81/mzaf_10988010964475861207.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/6e/56/44/6e564498-beec-3394-6522-d8ec230e7ca2/17474.jpg/100x100bb.jpg
Chillin,Lofi Study,Relaxing Beats 2021,Hip-Hop/Rap,2021-06-05T12:00:00Z,131749,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/17/ce/37/17ce3758-1127-60b8-37d5-590d52f01d1b/mzaf_3040761602429062905.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/6b/e2/64/6be264c7-1a2a-e04b-7e99-9ee777644e1a/7330065105710.png/100x100bb.jpg
Lofi Study,Chill And Study,Sad Days,Hip-Hop/Rap,2023-06-30T12:00:00Z,252000,0.99,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/9e/e2/e3/9ee2e3b9-668b-d93c-03ab-8b4f16acd364/mzaf_2728414829691803610.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/84/fc/1e/84fc1e91-3afd-6eb3-20f7-e715910313ff/859775441811_cover.jpg/100x100bb.jpg
Touch My Life,Lofi Study,Take My Love,Hip-Hop/Rap,2022-02-13T12:00:00Z,120141,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/34/34/92/343492af-c576-5b64-c29a-855a85400e46/mzaf_16341524489038217986.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/92/8c/84/928c849a-3f52-1f06-5d87-22d44a31d020/5056192841797.jpg/100x100bb.jpg
My Story,Lofi Study,Take My Love,Hip-Hop/Rap,2022-02-13T12:00:00Z,128258,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/74/ae/4d/74ae4d8e-80e4-8d04-4c55-f9aac4bbc244/mzaf_11433654966271343640.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/92/8c/84/928c849a-3f52-1f06-5d87-22d44a31d020/5056192841797.jpg/100x100bb.jpg
Unfair,Lofi Study,You & Me,Hip-Hop/Rap,2022-02-28T12:00:00Z,121925,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/c4/4f/02/c44f026b-72fe-ae34-4702-0626be234b04/mzaf_18338203058571522503.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/95/15/86/951586f7-9b33-bbcc-e949-c421992f5ef5/5056192842770.jpg/100x100bb.jpg
Majesty,Lofi Study,Majesty,Hip-Hop/Rap,2022-01-31T12:00:00Z,121804,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/ac/33/99/ac33998e-96c8-b5d9-d281-3ffeb91c0e57/mzaf_14407016439385053936.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/e4/2c/95/e42c95c6-0fee-328d-e72a-4a55ee17fb28/5056192841179.jpg/100x100bb.jpg
Broken Love,Lofi Study,Take My Love,Hip-Hop/Rap,2022-02-13T12:00:00Z,129738,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/88/1f/ed/881fed6b-7662-7ff3-9ad2-ca367678374a/mzaf_579601444963772510.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/92/8c/84/928c849a-3f52-1f06-5d87-22d44a31d020/5056192841797.jpg/100x100bb.jpg
LoFi Study (Lofi Jazz Rain Sounds),Lo-Fi Rain Beats,Lo-Fi Reiki Jazz Music and Soothing Sounds of Nature,Easy Listening,2023-11-11T12:00:00Z,211085,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/28/a5/a2/28a5a229-e818-111d-ac42-c82bb7609caa/mzaf_7274290712680708063.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/d1/a0/b6/d1a0b63d-e589-2573-c25b-fb82740cd081/5905802995965.jpg/100x100bb.jpg
Wait Up,Lofi Study,You & Me,Hip-Hop/Rap,2022-02-28T12:00:00Z,128115,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/6a/9b/71/6a9b715a-0201-3d87-09e4-2c963ba13ae7/mzaf_3696614802267646451.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/95/15/86/951586f7-9b33-bbcc-e949-c421992f5ef5/5056192842770.jpg/100x100bb.jpg
Cold Blood,Lofi Study,Tranquility,Hip-Hop/Rap,2022-06-13T12:00:00Z,147081,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/6c/b3/97/6cb39722-7f9d-ca08-10c6-2b0462b8027d/mzaf_17152913508073712217.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/84/d6/06/84d6060b-77dc-b8a0-1356-4fe8372d535c/5056192847454.jpg/100x100bb.jpg
Moon Man,Lofi Study,Majesty,Hip-Hop/Rap,2022-01-31T12:00:00Z,120258,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/7c/1f/5a/7c1f5af9-51ad-84b3-c288-8e1752ff227d/mzaf_2294698019159227319.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/e4/2c/95/e42c95c6-0fee-328d-e72a-4a55ee17fb28/5056192841179.jpg/100x100bb.jpg
LoFi Study,Kenska,Study Break,Hip-Hop/Rap,2021-06-25T12:00:00Z,195008,0.99,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b1/99/2e/b1992ef2-1ee9-972c-3834-40b6c68308c8/mzaf_1070254664316580895.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/e0/b2/ed/e0b2ed6e-58f8-4b0a-d453-03a7624a1493/artwork.jpg/100x100bb.jpg
LoFi Study,Lofi Chillhop Hip-Hop Beats,Lofi Study Beats: IQ Booster - Chillwave Lo Fi Hip Hop,Instrumental,2021-07-23T12:00:00Z,270414,0.99,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/c8/da/d6/c8dad6a1-4479-a66a-4f89-705101aa232e/mzaf_12328110183086042630.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/40/f0/ca/40f0cae7-f61d-f7a8-ef99-14b19caedb82/5904195471902.jpg/100x100bb.jpg
Lofi Study,Sleeping Bean,LoFi Beats to Study 1.0 - EP,Hip-Hop/Rap,2025-07-11T12:00:00Z,135800,0.99,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/41/6d/76/416d765f-ad8f-ca23-e0d6-d9f74e106076/mzaf_5003558131511789635.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/d6/98/3b/d6983bde-b983-e995-6d3f-ee5a48a94899/artwork.jpg/100x100bb.jpg
Never Considered,Lofi Study,Majesty,Hip-Hop/Rap,2022-01-31T12:00:00Z,128058,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/af/ac/66/afac663a-4b77-e7cc-ffb1-6628c894ce40/mzaf_1680756344846037399.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/e4/2c/95/e42c95c6-0fee-328d-e72a-4a55ee17fb28/5056192841179.jpg/100x100bb.jpg
Lofi Study (feat. Tuyo Music & 3D Tunes) [3D Tunes Remix],HFOL,Lofi Study (3D Tunes Remix) [feat. Tuyo Music & 3D Tunes] - Single,Hip-Hop/Rap,2022-02-04T12:00:00Z,85201,0.99,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/3a/74/66/3a7466c9-14b1-371e-096e-ee857a57345c/mzaf_14328249952816503819.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/43/1c/34/431c34ca-6717-4e1e-c2cb-0ca5b4814264/cover.jpg/100x100bb.jpg
The Future,Lofi Study,Majesty,Hip-Hop/Rap,2022-01-31T12:00:00Z,135787,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/b4/11/0f/b4110f53-3dfd-6686-4eff-9595b129c913/mzaf_10476148980731071724.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/e4/2c/95/e42c95c6-0fee-328d-e72a-4a55ee17fb28/5056192841179.jpg/100x100bb.jpg
Tranquility,Lofi Study,Tranquility,Hip-Hop/Rap,2022-06-13T12:00:00Z,139924,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/5e/d3/57/5ed35719-b893-dabe-7597-f761872c1e82/mzaf_9037614223355675061.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/84/d6/06/84d6060b-77dc-b8a0-1356-4fe8372d535c/5056192847454.jpg/100x100bb.jpg
Deep Sleep,Lofi Study,Tranquility,Hip-Hop/Rap,2022-06-13T12:00:00Z,158260,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/fd/94/cf/fd94cf35-fdfa-6e12-a67b-103999ac07ff/mzaf_7977114914315304861.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/84/d6/06/84d6060b-77dc-b8a0-1356-4fe8372d535c/5056192847454.jpg/100x100bb.jpg
Back To You,Lofi Study,Take My Love,Hip-Hop/Rap,2022-02-13T12:00:00Z,124756,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/2c/17/57/2c175775-a8b5-525d-6574-6cf16e27ed7a/mzaf_3585797694919074723.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/92/8c/84/928c849a-3f52-1f06-5d87-22d44a31d020/5056192841797.jpg/100x100bb.jpg
What For Then,Lofi Study,Take My Love,Hip-Hop/Rap,2022-02-13T12:00:00Z,121981,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/ed/aa/a0/edaaa054-940d-7c39-58d7-143aa0ddcf3c/mzaf_5874006487381130230.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/92/8c/84/928c849a-3f52-1f06-5d87-22d44a31d020/5056192841797.jpg/100x100bb.jpg
Charmed,Lofi Study,Tranquility,Hip-Hop/Rap,2022-06-13T12:00:00Z,128283,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/44/73/73/44737329-d2dc-5e29-a106-d52018e69d03/mzaf_569392484839472518.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/84/d6/06/84d6060b-77dc-b8a0-1356-4fe8372d535c/5056192847454.jpg/100x100bb.jpg
Just Relax,Lofi Study,Tranquility,Hip-Hop/Rap,2022-06-13T12:00:00Z,193425,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/b7/43/36/b7433635-3a28-9623-26c2-12ca74dd27eb/mzaf_5749551607340211832.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/84/d6/06/84d6060b-77dc-b8a0-1356-4fe8372d535c/5056192847454.jpg/100x100bb.jpg
Work Mood,StudyWork,Lofi Study,Hip-Hop/Rap,2025-10-24T12:00:00Z,138182,0.99,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/65/1b/18/651b1848-5445-5105-68e6-65616620901b/mzaf_9138870189882238819.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/ce/fe/88/cefe88f7-f098-a1d0-1488-aaf5a635a39d/artwork.jpg/100x100bb.jpg
Farewell,Lofi Study,Tranquility,Hip-Hop/Rap,2022-06-13T12:00:00Z,137157,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/84/6a/16/846a16d1-1514-0b80-5af0-2bf2d4c184fe/mzaf_3763261140774581188.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/84/d6/06/84d6060b-77dc-b8a0-1356-4fe8372d535c/5056192847454.jpg/100x100bb.jpg
Crazy,Lofi Study,You & Me,Hip-Hop/Rap,2022-02-28T12:00:00Z,118413,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/2a/7d/16/2a7d16a6-253e-45d7-4065-0633c53e4aff/mzaf_7034114743607895911.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/95/15/86/951586f7-9b33-bbcc-e949-c421992f5ef5/5056192842770.jpg/100x100bb.jpg
Easy Going,Lofi Study,Tranquility,Hip-Hop/Rap,2022-06-13T12:00:00Z,123920,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/3e/15/2d/3e152db5-ef95-83d2-ecff-c8e0f29a2277/mzaf_16473770192796770920.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/84/d6/06/84d6060b-77dc-b8a0-1356-4fe8372d535c/5056192847454.jpg/100x100bb.jpg
On the Way,Lofi Study,Tranquility,Hip-Hop/Rap,2022-06-13T12:00:00Z,178063,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/7f/2e/9c/7f2e9c3c-8986-1972-6582-4cb61b3830e0/mzaf_8561773388626622269.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/84/d6/06/84d6060b-77dc-b8a0-1356-4fe8372d535c/5056192847454.jpg/100x100bb.jpg
Curse,Lofi Study,You & Me,Hip-Hop/Rap,2022-02-28T12:00:00Z,87330,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/27/bc/32/27bc3223-b23b-4892-3336-4f0ea783fb63/mzaf_8123317408202181650.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/95/15/86/951586f7-9b33-bbcc-e949-c421992f5ef5/5056192842770.jpg/100x100bb.jpg
Dry and Dusty,Lofi Study,You & Me,Hip-Hop/Rap,2022-02-28T12:00:00Z,92923,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/61/9c/ab/619cab11-d4b6-5436-6a42-93c2873abfba/mzaf_7475319569164737510.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/95/15/86/951586f7-9b33-bbcc-e949-c421992f5ef5/5056192842770.jpg/100x100bb.jpg
Free Time,Lofi Study,Tranquility,Hip-Hop/Rap,2022-06-13T12:00:00Z,136548,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/73/d7/1a/73d71aad-7b65-e00c-55b0-b767724b01dc/mzaf_9793533746772436516.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/84/d6/06/84d6060b-77dc-b8a0-1356-4fe8372d535c/5056192847454.jpg/100x100bb.jpg
Lay Your Heart,Lofi Study,Take My Love,Hip-Hop/Rap,2022-02-13T12:00:00Z,121535,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/1a/fd/27/1afd2755-2ebd-7910-f960-986303e22236/mzaf_14500761027768954987.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/92/8c/84/928c849a-3f52-1f06-5d87-22d44a31d020/5056192841797.jpg/100x100bb.jpg
Sweet Illusion,Lofi Study,Tranquility,Hip-Hop/Rap,2022-06-13T12:00:00Z,144289,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/1d/74/e8/1d74e8ed-28a6-24de-44fb-0e75771870b6/mzaf_15957025275395180307.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/84/d6/06/84d6060b-77dc-b8a0-1356-4fe8372d535c/5056192847454.jpg/100x100bb.jpg
Take My Love,Lofi Study,Take My Love,Hip-Hop/Rap,2022-02-13T12:00:00Z,126332,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/1f/c1/c9/1fc1c973-41cc-41f0-8a10-ac7c5c6fecf1/mzaf_12142710571225628549.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/92/8c/84/928c849a-3f52-1f06-5d87-22d44a31d020/5056192841797.jpg/100x100bb.jpg
LoFi Study,"LoFi Study Hall, Camp LoFi & Sugar LoFi",Sweet Beats,Ambient,2022-09-14T12:00:00Z,137600,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/a1/89/75/a189758f-af43-8f63-8686-d2181d51ff1b/mzaf_6532167033717612028.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/8c/3b/f7/8c3bf7c9-e67c-e42d-4cfd-e62fb8b93088/65086.jpg/100x100bb.jpg
LoFi Study (Calm Beats),LoFi Ambient Room,LoFi Study & Focus,Downtempo,2026-04-23T12:00:00Z,122400,0.99,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/f5/ec/d7/f5ecd710-3fb3-f0b1-52c6-734a870c4aee/mzaf_5683523115495990706.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/f3/eb/fa/f3ebfaaf-702d-f292-a19d-07058166b5fa/artwork.jpg/100x100bb.jpg
Worry Free,Lofi Study,Take My Love,Hip-Hop/Rap,2022-02-13T12:00:00Z,131515,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/4c/95/90/4c959040-39d3-985a-48f9-e53c1060690e/mzaf_2271085983838387791.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/92/8c/84/928c849a-3f52-1f06-5d87-22d44a31d020/5056192841797.jpg/100x100bb.jpg
Face to Face,Lofi Study,You & Me,Hip-Hop/Rap,2022-02-28T12:00:00Z,84991,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/87/d2/8d/87d28d1e-51d3-4b53-f87d-caa6f5441144/mzaf_9199654833227009303.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/95/15/86/951586f7-9b33-bbcc-e949-c421992f5ef5/5056192842770.jpg/100x100bb.jpg
Lofi Study,Relaxed Lofi Study,Autumn Activities (Lofi Study),Instrumental,2024-07-31T12:00:00Z,194105,0.69,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/51/81/29/51812957-4eb7-161c-c7c3-c33dc93a5be2/mzaf_15930788898368592345.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/ec/eb/8a/eceb8a03-8bf0-dd42-bf34-3ff2d58bc661/5904195311253.png/100x100bb.jpg
New Timeline,Lofi Study,You & Me,Hip-Hop/Rap,2022-02-28T12:00:00Z,90020,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/ad/02/3c/ad023c49-30dc-7851-5b5e-e8776eb280b5/mzaf_5310836131721362167.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/95/15/86/951586f7-9b33-bbcc-e949-c421992f5ef5/5056192842770.jpg/100x100bb.jpg
Dance Lover,Lofi Study,Majesty,Hip-Hop/Rap,2022-01-31T12:00:00Z,71420,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/f4/f5/c4/f4f5c4e8-c9ff-7408-2085-b61ac63c965b/mzaf_5785601494061987868.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/e4/2c/95/e42c95c6-0fee-328d-e72a-4a55ee17fb28/5056192841179.jpg/100x100bb.jpg
Hold Me Close,Lofi Study,You & Me,Hip-Hop/Rap,2022-02-28T12:00:00Z,114674,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/7d/ae/79/7dae7901-6b74-06e2-8b63-697e878fda4d/mzaf_14252958153347605197.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/95/15/86/951586f7-9b33-bbcc-e949-c421992f5ef5/5056192842770.jpg/100x100bb.jpg
Eternal Love,Lofi Study,Pent,Hip-Hop/Rap,2022-09-24T12:00:00Z,142711,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/49/3a/2d/493a2d36-5dcb-9fa9-a59b-6d90a1f9e87d/mzaf_1312143453793945843.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/f6/74/8f/f6748f3a-2119-2a20-e442-5bd6f57609b0/5056192850959.jpg/100x100bb.jpg
LoFi Study,Lo-Fi Chill Cafe,Mugwave Vinyl Flow,Cool Jazz,2025-03-24T12:00:00Z,176628,0.99,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7e/25/f1/7e25f1c6-7a0b-79a2-e8d0-6c2fa5a8486a/mzaf_6978412727824141479.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/26/89/17/26891700-e66f-aaa3-e5e1-9829cc591c7b/0001070710431.jpg/100x100bb.jpg
Hope,Lofi Study,Majesty,Hip-Hop/Rap,2022-01-31T12:00:00Z,55933,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/e4/ca/8c/e4ca8c27-347a-b363-3231-15d833d1ca2a/mzaf_4500530775845853876.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/e4/2c/95/e42c95c6-0fee-328d-e72a-4a55ee17fb28/5056192841179.jpg/100x100bb.jpg
Her Heart,Lofi Study,Majesty,Hip-Hop/Rap,2022-01-31T12:00:00Z,101934,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/05/54/1f/05541ff1-6618-0eb8-0a13-2b502092e874/mzaf_7686858983235448784.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/e4/2c/95/e42c95c6-0fee-328d-e72a-4a55ee17fb28/5056192841179.jpg/100x100bb.jpg
No Feelins,Lofi Study,You & Me,Hip-Hop/Rap,2022-02-28T12:00:00Z,112286,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/96/66/9b/96669bfc-30fd-0814-b9db-9982175a7805/mzaf_15319423766835798142.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/95/15/86/951586f7-9b33-bbcc-e949-c421992f5ef5/5056192842770.jpg/100x100bb.jpg
Tonight,Lofi Study,Take My Love,Hip-Hop/Rap,2022-02-13T12:00:00Z,86386,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/51/4d/11/514d110c-9792-327a-f289-95804ff6db62/mzaf_471866146510977317.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/92/8c/84/928c849a-3f52-1f06-5d87-22d44a31d020/5056192841797.jpg/100x100bb.jpg
Elegant Basking,Lofi Study,Elegant Basking,Hip-Hop/Rap,2022-12-23T12:00:00Z,135417,1.29,USD,USA,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/93/0a/ca/930aca91-1878-5ff7-1d5d-3ea3bb6d3877/mzaf_1614251273759586762.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/f2/e1/da/f2e1da73-9aca-2a5c-9ba7-6beeae3fc493/5056192853158.jpg/100x100bb.jpg
