language_type_inferred,song_count,top_20_count,top_50_count,top_100_count,top_10_count,view_count,avg_weeks_on_chart,best_peak_rank,local_signal_count,share
Turkish / local artist,29,20,29,29,10,3141174359,0.0,,29,1.0
